0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.091637	0.54278	0.86202
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
1	0.7587	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.13621	0.76006	0.80672
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
1	0.7587	0
0.13621	0.76006	0.80672
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
1	0.7587	0
0.012885	0.72717	0.98543
1	0.7587	0
0.19448	0.83241	0
1	0.7587	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
1	0.7587	0
0.012885	0.72717	0.98543
0.13621	0.76006	0.80672
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
1	0.7587	0
0.19448	0.83241	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
0.13621	0.76006	0.80672
0.012885	0.72717	0.98543
0.13621	0.76006	0.80672
1	0.97479	0
0.012885	0.72717	0.98543
1	0.7587	0
0.012885	0.72717	0.98543
0.012885	0.72717	0.98543
1	0.7587	0
0.012885	0.72717	0.98543
