Name	rgb1	rgb2	rgb3	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
'singles-BM0828-GMP-151027-23'	1	0.639215686	0	3.539297611	-1.479412698	-1.435029841	-0.368984711	0.776228897	-0.223945411	-0.143785591	0.343851026	0.142850358	0.066564221
'singles-BM0828-GMP-151027-24'	1	0.639215686	0	-2.504675399	-4.807788983	-4.785395067	-0.984768804	-1.275067521	0.175581654	0.224681106	0.117520702	-0.01047955	-0.050484168
'singles-BM0828-GMP-151027-25'	1	0.639215686	0	-4.828418328	-5.138807704	-5.005698856	-1.651018713	-1.893452545	-0.087767202	0.206213327	-0.168972262	-0.098141026	-0.072619367
'singles-BM0828-GMP-151027-26'	1	0.639215686	0	2.934032476	-3.43981555	-0.304240768	0.073196281	0.310683206	-0.66960363	-0.276112537	0.268661042	-0.00148239	-0.051586842
'singles-BM0828-GMP-151027-27'	1	0.639215686	0	2.229615098	-3.133926221	0.619723466	0.158162073	0.415768351	-0.629734765	-0.362641217	0.171027962	-0.353065574	-0.095049352
'singles-BM0828-GMP-151027-28'	1	0.639215686	0	-2.27868322	-3.90498445	2.886267935	-0.611051612	1.305720445	-0.829385726	-0.080495728	-0.112845676	-0.144280247	-0.128991906
'singles-BM0828-GMP-151027-30'	1	0.639215686	0	2.388272614	-4.04935467	-1.758499736	-0.397679745	-0.054201406	-0.641902803	-0.271061952	0.18762836	0.038230053	-0.151098793
'singles-BM0828-GMP-151027-31'	1	0.639215686	0	4.080798977	-0.642080057	-0.753363722	0.491316114	0.194728682	-1.040364538	0.160133039	-0.008765464	-0.056956598	0.062484119
'singles-BM0828-GMP-151027-32'	1	0.639215686	0	3.916697496	-1.019083728	-0.407004241	-0.349198863	0.266944583	-0.929689298	-0.048471531	0.062838333	-0.031472061	0.026533709
'singles-BM0828-GMP-151027-33'	1	0.639215686	0	-4.313550955	-4.264616694	2.527590915	-2.001487998	1.527180569	-0.888510048	0.228794936	-0.270654848	-0.150363552	-0.279269984
'singles-BM0828-GMP-151027-35'	1	0.639215686	0	2.418778827	-1.992802592	-2.579711634	-0.984083315	0.047304411	0.032900632	-0.466430559	0.288883332	0.432392336	0.256313083
'singles-BM0828-GMP-151027-36'	1	0.639215686	0	3.226122233	-1.782762173	-2.318132383	-0.081113971	0.618423949	0.033337673	0.193533853	0.444664377	0.178445156	0.096007217
'singles-BM0828-GMP-151027-39'	1	0.639215686	0	-2.079915273	-5.209109172	2.666235206	0.18117596	-0.152117838	-0.950837717	-0.768164465	-0.080721589	-0.269100094	0.226010271
'singles-BM0828-GMP-151027-40'	1	0.639215686	0	3.003419661	-2.060673364	-0.128933889	0.06679666	0.297890986	-1.106269648	-0.31286771	-0.144813873	-0.195203194	-0.032523201
'singles-BM0828-GMP-151027-42'	1	0.639215686	0	0.854863212	-3.126456344	1.562710278	0.05974993	1.191725418	-0.593503048	-0.251098465	0.230858729	-0.140842159	0.07254787
'singles-BM0828-GMP-151027-43'	1	0.639215686	0	3.61605593	-1.25992819	-2.670315381	0.137214016	0.477045725	-0.294880126	0.272855558	0.155600183	0.105195811	0.067959754
'singles-BM0828-GMP-151027-44'	1	0.639215686	0	3.439841064	-2.321396311	-2.214744486	0.112046675	0.042896858	-0.911184238	0.039232322	0.089522736	0.097835902	-0.046747478
'singles-BM0828-GMP-151027-45'	1	0.639215686	0	2.137936159	-2.819973116	-2.763010093	-0.938117102	0.117227394	-0.954473601	0.06481482	0.208271683	0.312606927	0.069016216
'singles-BM0828-GMP-151027-46'	1	0.639215686	0	4.035799237	-0.240167424	-0.136223089	-0.463788503	0.055067242	-0.422639741	-0.204121557	-0.159055915	0.146297132	0.052820254
'singles-BM0828-GMP-151027-47'	1	0.639215686	0	2.475176954	-1.410092195	-2.497382642	-0.294801226	0.718903333	0.225050913	0.139299373	0.699238513	0.317827556	0.052757693
'singles-BM0828-GMP-151027-48'	1	0.639215686	0	0.03489749	-4.603916242	-1.473475114	1.24755462	-0.24104079	0.984411284	0.3914325	0.364722933	-0.396214372	-0.199864054
'singles-BM0828-GMP-151027-49'	1	0.639215686	0	3.75980002	-2.391413415	-1.728477969	-0.260288752	0.382887817	-0.389875125	0.128909266	0.071969188	0.213910573	-0.135622434
'singles-BM0828-GMP-151027-50'	1	0.639215686	0	-0.862983045	-5.164454088	-3.448337442	0.009055465	-0.631501941	0.735306055	0.240276072	0.497615162	0.00448159	-0.042472084
'singles-BM0828-GMP-151027-51'	1	0.639215686	0	-0.928654859	-5.250639428	0.920696053	1.867315671	-0.244823166	0.299552912	0.341385354	0.118616904	-0.081062657	0.166544658
'singles-BM0828-GMP-151027-52'	1	0.639215686	0	0.208528962	-3.736915132	1.94090155	0.949476917	0.316754342	-0.210837116	-0.411419858	0.073952402	-0.342166844	0.11705987
'singles-BM0828-GMP-151027-54'	1	0.639215686	0	-3.290754724	-4.256953424	-5.078440447	-1.53213855	-1.069312334	0.536313644	-0.071163249	0.102177694	0.187294187	0.036883197
'singles-BM0828-GMP-151027-56'	1	0.639215686	0	2.961830603	-2.468788811	-2.882189099	-0.288621079	0.211841247	-0.522707817	0.366398743	0.256404952	0.126182679	-0.002186261
'singles-BM0828-GMP-151027-58'	1	0.639215686	0	3.331413873	-3.028780021	-2.235256064	0.400729847	0.25512213	-0.124714878	0.209093928	0.165298308	-0.025648174	-0.03882388
'singles-BM0828-GMP-151027-59'	1	0.639215686	0	3.475004295	-3.099463019	-1.576167976	0.572703938	0.277659067	0.177862233	0.168633491	0.016298342	-0.040785745	-0.246997124
'singles-BM0828-GMP-151027-60'	1	0.639215686	0	-0.51249466	-4.425177575	-3.895149791	-0.358866257	-0.329127048	0.531041634	0.341909086	0.418673791	-0.104990539	-0.161253245
'singles-BM0828-GMP-151027-61'	1	0.639215686	0	4.314979735	0.125458673	-0.286846305	0.227897949	0.223340459	-0.527698205	-0.097407391	0.187570729	-0.079457569	0.021045968
'singles-BM0828-GMP-151027-62'	1	0.639215686	0	2.790787975	-1.561721736	-0.816410977	-0.636898513	0.801712529	-0.120599093	-0.641708134	0.092364618	0.113196346	-0.109239591
'singles-BM0828-GMP-151027-63'	1	0.639215686	0	3.842447478	-1.351367212	-0.69970973	-0.208184759	0.121142693	-0.467835904	-0.288713711	0.354430904	0.001576563	0.110917907
'singles-BM0828-GMP-151027-64'	1	0.639215686	0	1.403897186	-4.06844613	-2.624723353	0.903455018	-0.37666735	0.708793097	0.312048734	0.106409198	0.111460086	-0.133236871
'singles-BM0828-GMP-151027-66'	1	0.639215686	0	4.046209862	-1.908577122	-1.764376247	-0.143503133	0.284639811	-0.332410308	0.113047604	0.071722243	0.060211145	0.012053411
'singles-BM0828-GMP-151027-67'	1	0.639215686	0	1.771732204	-3.187484823	1.665870616	0.592185192	-0.097145697	-0.364803474	-0.127718397	0.00392822	-0.358132718	-0.288356104
'singles-BM0828-GMP-151027-68'	1	0.639215686	0	3.588961561	-2.71016147	-2.240591714	0.19776251	-0.064284298	-0.267005312	0.341444942	0.192967035	0.194520318	0.003717078
'singles-BM0828-GMP-151027-70'	1	0.639215686	0	-2.141059451	-3.988911002	-4.791650752	-0.415178645	-1.253435917	0.095931158	0.511464693	-0.270191192	-0.231647429	-0.061899676
'singles-BM0828-GMP-151027-71'	1	0.639215686	0	-3.514114089	-6.607483839	1.822992872	1.638144692	-0.413479718	0.193712668	-0.163383057	0.015988694	-0.073248759	-0.007651101
'singles-BM0828-GMP-151027-72'	1	0.639215686	0	2.661091793	-2.867629509	-2.683735475	-0.262310693	0.250206364	0.284270312	0.089023131	0.359128512	0.067204849	0.003605424
'singles-BM0828-GMP-151027-73'	1	0.639215686	0	3.300247263	-1.42834587	-2.569653229	-0.005741745	0.732057738	-0.098875328	0.06097771	0.347495538	0.02962984	-0.089650427
'singles-BM0828-GMP-151027-74'	1	0.639215686	0	3.483691633	-0.670526367	-1.920955559	-0.128014604	0.334880672	-1.065960386	0.192141958	0.180796382	0.378148622	0.176487991
'singles-BM0828-GMP-151027-76'	1	0.639215686	0	3.822169489	-2.063683755	-1.382988901	-0.118727265	0.2767523	-0.211484594	-0.245816191	0.156611694	0.000432891	-0.085004961
'singles-BM0828-GMP-151027-77'	1	0.639215686	0	2.46374184	-4.470258637	-1.728864175	0.32961065	0.064134118	-0.254562414	0.098282688	0.202953521	-0.09235214	-0.144620286
'singles-BM0828-GMP-151027-78'	1	0.639215686	0	2.977365784	-1.402073635	-2.796042495	-0.268513685	0.37850653	-0.266183007	0.387576402	0.352707754	-0.282365052	0.113269372
'singles-BM0828-GMP-151027-83'	1	0.639215686	0	-0.43763813	-4.110224836	-4.312667738	-0.340361015	-0.395458356	0.435751057	0.275218468	0.180854456	0.018270228	-0.098985719
'singles-BM0828-GMP-151027-85'	1	0.639215686	0	3.160682501	-1.642804919	-3.005993004	-0.348383226	0.325540417	-0.267428549	0.172988953	0.169711094	0.06457245	0.030843081
'singles-BM0828-GMP-151027-86'	1	0.639215686	0	2.734327821	-1.379795332	-2.893667683	-0.653707568	0.356960695	0.172159029	-0.196325481	0.242924178	0.240404187	-0.020997925
'singles-BM0828-GMP-151027-88'	1	0.639215686	0	2.242353382	-4.592111263	-0.791137955	0.423902543	0.232909854	0.093325465	-0.097399842	0.113680688	-0.01317046	-0.030660836
'singles-BM0828-GMP-151027-92'	1	0.639215686	0	-11.39083826	-4.532241363	3.325941839	-3.044543619	1.853499887	-0.720398864	0.973813119	-0.26516226	0.221968556	0.026175223
'singles-BM0828-GMP-151027-93'	1	0.639215686	0	0.789014865	-3.033397942	-2.978542822	-0.192704609	0.264890969	1.095621171	-0.247672545	0.18478577	0.260633259	-0.036791117
'singles-BM0828-GMP-151027-95'	1	0.639215686	0	3.054503444	-2.422293105	-1.888226973	-0.132717388	0.709642239	-0.081114607	-0.062816703	0.353309801	-0.160472094	-0.077462123
'singles-BM0828-HSC-frozen-151027-2'	0	0.266666667	0.105882353	2.407100725	1.272408266	2.374602742	-0.14371472	-0.700193992	-0.287412682	-0.100663198	0.202280198	-0.301049272	0.049600741
'singles-BM0828-HSC-frozen-151027-15'	0	0.266666667	0.105882353	2.468574012	1.715019234	2.125466117	-0.50207426	-0.720945662	-0.190011691	-0.2448502	0.104400536	0.124695154	0.060216117
'singles-BM0828-HSC-frozen-151027-20'	0	0.266666667	0.105882353	1.671481022	2.660577867	1.670444759	-0.460563386	-0.850257239	0.583061669	0.303623251	-0.008483721	0.04194379	-0.001973737
'singles-BM0828-HSC-frozen-151027-31'	0	0.266666667	0.105882353	1.824465331	0.774018416	1.657806627	-1.306355095	-0.676892491	0.592246639	0.095264005	0.431538131	0.018799226	0.137844839
'singles-BM0828-HSC-frozen-151027-36'	0	0.266666667	0.105882353	1.750953001	1.654812463	2.495212873	-0.744288207	-1.183901632	0.007880572	0.000395533	0.23813477	-0.010629342	0.080520873
'singles-BM0828-HSC-frozen-151027-37'	0	0.266666667	0.105882353	1.743197405	1.361130094	1.460446956	-1.148556589	-1.281725287	0.50951148	-0.174239749	0.360048448	0.273894338	0.103685741
'singles-BM0828-HSC-frozen-151027-38'	0	0.266666667	0.105882353	1.944685122	2.059369015	0.772647431	-0.949200645	-1.427013429	0.491233	0.558146735	0.100946551	0.041609547	0.090379455
'singles-BM0828-HSC-frozen-151027-39'	0	0.266666667	0.105882353	3.368706135	1.498042391	-0.069956888	-0.505645585	-0.334960779	0.535921383	0.200502272	0.146049667	-0.03733311	-0.143605937
'singles-BM0828-HSC-frozen-151027-43'	0	0.266666667	0.105882353	2.10438459	1.634295357	2.531790173	-0.369246591	-0.924009489	-0.243332206	-0.004165246	0.138505786	-0.193686294	-0.090841148
'singles-BM0828-HSC-frozen-151027-44'	0	0.266666667	0.105882353	2.337570512	2.142421673	1.805879927	-0.634186591	-0.791591284	0.228942485	0.218215614	0.139232452	0.014411455	0.052217971
'singles-BM0828-HSC-frozen-151027-45'	0	0.266666667	0.105882353	1.100920572	2.649077106	1.734783979	-0.942764733	-1.588212074	0.35688142	0.105587887	-0.175607781	0.164303837	-0.013229361
'singles-BM0828-HSC-frozen-151027-47'	0	0.266666667	0.105882353	1.829890296	2.608118521	1.558700894	-0.775371769	-0.904283076	0.451114545	0.112653164	0.007177594	0.133975803	0.050654553
'singles-BM0828-HSC-frozen-151027-48'	0	0.266666667	0.105882353	1.387161451	1.90533508	2.456842356	-0.690462466	-1.195686205	0.324233044	0.09156719	0.278181153	0.064563558	0.078821069
'singles-BM0828-HSC-frozen-151027-49'	0	0.266666667	0.105882353	2.705891368	1.52560669	1.292685849	-0.687812093	-0.327888849	0.480451029	-0.088281935	0.122684923	-0.02521332	0.072713403
'singles-BM0828-HSC-frozen-151027-50'	0	0.266666667	0.105882353	2.005630241	2.29001146	1.154741223	-0.562443347	-0.601567861	0.568652329	-0.283673966	0.108266319	0.231406535	-0.06459066
'singles-BM0828-HSC-frozen-151027-51'	0	0.266666667	0.105882353	2.394870035	1.280782882	2.335462473	-0.641110826	-0.5732441	-0.076790781	-0.140988358	0.016034451	-0.171753964	-0.030741039
'singles-BM0828-HSC-frozen-151027-52'	0	0.266666667	0.105882353	2.143728803	1.718693215	2.041609047	-0.624397496	-1.079959753	0.234821468	0.196380237	0.127964655	-0.175356287	-0.054319451
'singles-BM0828-HSC-frozen-151027-53'	0	0.266666667	0.105882353	2.353874164	2.349846065	1.798370203	-0.458981508	-0.851848489	-0.01292098	-0.041480424	-0.254754372	0.033587113	-0.041468938
'singles-BM0828-HSC-frozen-151027-54'	0	0.266666667	0.105882353	1.351218139	2.541315666	2.017830699	-0.636276644	-1.051031941	0.464741286	0.328429742	0.122757477	-0.070499363	0.019131351
'singles-BM0828-HSC-frozen-151027-56'	0	0.266666667	0.105882353	2.578056636	1.380992061	0.447915887	-0.850213956	-0.282454525	0.614557021	0.005965936	0.415550338	0.171680174	0.120866825
'singles-BM0828-HSC-frozen-151027-57'	0	0.266666667	0.105882353	2.666996918	1.492487696	1.935119019	-0.766035513	-0.899991356	-0.110637021	0.124428405	0.041091867	-0.157177516	-0.119019469
'singles-BM0828-HSC-frozen-151027-58'	0	0.266666667	0.105882353	2.785576038	1.547190029	1.36383875	-0.446853122	-0.196316128	0.464208	0.041294148	0.073117504	-0.212156078	-0.08618855
'singles-BM0828-HSC-frozen-151027-59'	0	0.266666667	0.105882353	1.679197417	2.212069151	1.625992425	-0.798610813	-0.922374556	0.591954098	0.238373068	0.203484075	-0.111861275	0.057848115
'singles-BM0828-HSC-frozen-151027-60'	0	0.266666667	0.105882353	2.387411381	3.047263719	1.258336659	0.033278773	-0.61770023	0.070094162	0.552896377	0.146057384	-0.027609097	0.022409596
'singles-BM0828-HSC-frozen-151027-61'	0	0.266666667	0.105882353	1.837537064	2.551657767	1.440903423	-0.68611664	-0.79659702	0.471823446	0.025233637	-0.060344165	0.344714338	-0.031070805
'singles-BM0828-HSC-frozen-151027-62'	0	0.266666667	0.105882353	1.888287716	2.836781016	0.585890088	-0.582481205	-0.562764689	0.698898835	0.215227586	-0.043194071	0.306611075	0.049116635
'singles-BM0828-HSC-frozen-151027-64'	0	0.266666667	0.105882353	1.400015147	2.19815696	1.728183896	-0.454035373	-0.467317896	0.528413658	-0.158191993	0.492953284	0.160980934	0.18002171
'singles-BM0828-HSC-frozen-151027-65'	0	0.266666667	0.105882353	2.644368139	0.843146114	1.974456556	-0.684967711	-0.770359938	-0.003357028	-0.336462176	-0.181270233	0.075980117	-0.089786188
'singles-BM0828-HSC-frozen-151027-66'	0	0.266666667	0.105882353	2.375434433	2.611739707	1.349976538	-0.567699541	-0.736642765	0.173014283	0.001520903	-0.276089482	0.186961725	0.028718258
'singles-BM0828-HSC-frozen-151027-67'	0	0.266666667	0.105882353	3.215318451	1.050722282	1.297841481	-0.277663139	0.045491746	-0.132844081	-0.444064384	-0.14594226	0.097646035	-0.025855266
'singles-BM0828-HSC-frozen-151027-69'	0	0.266666667	0.105882353	2.992027827	1.976931703	0.691566819	-0.083863965	-0.258623849	0.509726263	0.136428105	-0.071384567	0.340786618	-0.053512136
'singles-BM0828-HSC-frozen-151027-70'	0	0.266666667	0.105882353	1.311092042	1.815099619	2.287989365	-0.62500477	-1.183289995	0.558629258	0.220568224	0.172831236	-0.119734955	0.026994475
'singles-BM0828-HSC-frozen-151027-71'	0	0.266666667	0.105882353	2.34059227	1.860095875	2.120700789	-0.369383361	-0.598198197	0.19888692	0.077638951	0.103675411	-0.163256801	-0.069103448
'singles-BM0828-HSC-frozen-151027-72'	0	0.266666667	0.105882353	1.717198773	1.371806513	2.570296383	-0.681463506	-1.324121624	-0.145922087	-0.021263888	0.066608778	-0.233966393	-0.015359668
'singles-BM0828-HSC-frozen-151027-74'	0	0.266666667	0.105882353	2.572872545	1.588304414	0.457747062	-0.870984102	-0.705920698	0.520242757	0.079798029	-0.06823139	0.516467008	-0.023767316
'singles-BM0828-HSC-frozen-151027-76'	0	0.266666667	0.105882353	1.668882182	2.774647227	1.276609631	-0.519502467	-0.606021425	0.679310006	0.321513292	0.149021146	0.019667279	0.075988655
'singles-BM0828-HSC-frozen-151027-77'	0	0.266666667	0.105882353	1.985929199	1.843992513	1.0585728	-0.829312355	-0.191701259	0.706323897	0.146430214	0.388736666	-0.059472809	0.005475317
'singles-BM0828-HSC-frozen-151027-81'	0	0.266666667	0.105882353	1.758701633	2.739895392	1.929365838	-0.324618838	-1.042024475	0.273429285	0.326030917	-0.008983932	0.023854073	-0.008994637
'singles-BM0828-HSC-frozen-151027-82'	0	0.266666667	0.105882353	2.482735514	1.320217237	2.102172303	-0.613394878	-1.027620234	-0.067194356	0.25473083	0.12941864	-0.262377373	-0.09191041
'singles-BM0828-HSC-frozen-151027-83'	0	0.266666667	0.105882353	1.597471802	1.200611657	2.673667944	-0.879203912	-0.985713489	-0.072174113	-0.072264437	0.198886079	-0.294877388	0.023496134
'singles-BM0828-HSC-frozen-151027-84'	0	0.266666667	0.105882353	1.844290939	1.172985102	2.240255351	-0.499410846	-1.40965543	-0.18497136	0.506542996	0.370380783	-0.181955978	0.080841542
'singles-BM0828-HSC-frozen-151027-85'	0	0.266666667	0.105882353	2.219858913	2.698899119	1.642247557	-0.365643387	-0.528606685	0.304400755	0.284142619	-0.001301564	-0.0574127	-0.031175779
'singles-BM0828-HSC-frozen-151027-87'	0	0.266666667	0.105882353	1.783693957	1.701213521	2.696792662	-0.416381126	-0.711019794	-0.320994534	-0.065450475	0.208056065	-0.220786057	-0.070340952
'singles-BM0828-HSC-frozen-151027-89'	0	0.266666667	0.105882353	2.232896728	2.016152927	1.830543427	-0.588993003	-0.822391924	0.18815243	0.14996408	0.352416067	-0.084833115	-0.02843197
'singles-BM0828-HSC-frozen-151027-90'	0	0.266666667	0.105882353	2.057068926	1.726645604	2.126746206	-0.648433088	-0.870325706	0.248816829	0.202560665	0.039550485	-0.277268157	-0.019222771
'singles-BM0828-HSC-frozen-151027-91'	0	0.266666667	0.105882353	1.877151106	2.362978062	1.646801721	-0.714481489	-0.656361676	0.457656396	0.000112642	0.009285743	0.208816708	0.117878784
'singles-BM0828-HSC-frozen-151027-92'	0	0.266666667	0.105882353	2.647191753	1.142790618	1.813170909	-1.062181831	-1.221053879	-0.310999341	0.210737789	0.1709615	0.036122044	-0.026973823
'singles-BM0828-HSC-frozen-151027-95'	0	0.266666667	0.105882353	2.288736135	2.375695842	1.780608968	-0.00738549	-0.601635194	0.371478937	0.067062808	-0.034624471	-0.064402762	0.004079893
'singles-BM0828-HSC-frozen-151027-96'	0	0.266666667	0.105882353	2.512225845	0.622270448	2.395682013	-0.186625468	-0.545979907	-0.680731248	-0.21257408	-0.04343335	-0.371104383	-0.138667513
'BM1077-CLP-Frozen-160106-2'	0.596078431	0.850980392	0.91372549	-11.69473	-5.029058509	4.094678906	-2.790418282	2.176406798	-0.498745452	0.552585083	-0.526290292	0.446773772	-0.062809825
'BM1077-CLP-Frozen-160106-3'	0.596078431	0.850980392	0.91372549	-6.339108645	-3.275380557	3.130726655	-1.66193739	2.726627064	0.200082204	0.73459146	0.083708626	-0.150102199	-0.085904109
'BM1077-CLP-Frozen-160106-13'	0.596078431	0.850980392	0.91372549	-12.27558565	-4.226083617	3.518653321	-3.380201898	2.627267811	-0.273616954	0.823004675	0.029991532	-0.028597812	0.083323087
'BM1077-CLP-Frozen-160106-14'	0.596078431	0.850980392	0.91372549	-7.120837889	-2.898812387	3.218446321	-2.552547178	2.462665803	-0.238312351	0.548164394	-0.419531282	0.352214719	-0.109566706
'BM1077-CLP-Frozen-160106-21'	0.596078431	0.850980392	0.91372549	-8.761865349	-3.277619799	4.025714214	-2.674894554	2.575215469	-0.363583028	0.577768939	0.156752897	-0.037684821	0.1666252
'BM1077-CLP-Frozen-160106-27'	0.596078431	0.850980392	0.91372549	-0.676410684	-2.597422168	2.327348098	-0.238100078	2.037732119	0.131944723	0.19780401	0.300972932	-0.361243716	0.036022707
'BM1077-CLP-Frozen-160106-36'	0.596078431	0.850980392	0.91372549	-5.985243573	-3.506959865	3.199953811	-1.959355612	2.734774019	-0.211435944	0.362799084	0.183243128	0.047160259	0.049997375
'BM1077-CLP-Frozen-160106-42'	0.596078431	0.850980392	0.91372549	-7.058803258	-3.144215725	2.74291137	-1.802065972	2.73180717	0.133369764	0.744918614	-0.500079547	0.077567166	-0.276594267
'BM1077-CLP-Frozen-160106-44'	0.596078431	0.850980392	0.91372549	-6.993720794	-3.654720381	3.36301297	-2.136046904	2.517150649	-0.572302604	0.462903811	0.026149643	0.216509443	-0.156539811
'BM1077-CLP-Frozen-160106-50'	0.596078431	0.850980392	0.91372549	-6.224704026	-2.890122217	3.851669462	-2.060904514	2.116095326	-0.15816062	0.370216362	-0.469225581	0.36606597	-0.225832052
'BM1077-CLP-Frozen-160106-61'	0.596078431	0.850980392	0.91372549	-10.4020126	-4.165861905	4.243003818	-2.812071581	2.440694929	-0.45618335	0.447319886	-0.258986947	0.134015358	-0.051919096
'BM1077-CLP-Frozen-160106-62'	0.596078431	0.850980392	0.91372549	-3.852338813	-1.584009097	1.991022332	-1.055883584	3.073024175	0.522033244	0.522252155	0.084933753	0.153617679	0.022027731
'BM1077-CLP-Frozen-160106-66'	0.596078431	0.850980392	0.91372549	-2.150368111	-3.292731964	2.695411089	-1.07371984	1.955460851	-0.058105003	0.085089233	0.1381505	0.003171907	-0.215164269
'BM1077-CLP-Frozen-160106-70'	0.596078431	0.850980392	0.91372549	-9.352852332	-3.785023286	3.191807581	-2.674205747	2.77105988	-0.038284468	0.616539444	-0.317718542	0.387039109	-0.034596696
'BM1077-CLP-Frozen-160106-71'	0.596078431	0.850980392	0.91372549	-2.249765108	-4.116413044	2.78363667	-0.594836502	1.6948004	-0.391380183	0.425984005	0.107743643	-0.154649666	-0.038178538
'BM1077-CLP-Frozen-160106-72'	0.596078431	0.850980392	0.91372549	-7.840962356	-3.142672546	2.914845198	-2.770397364	2.558898157	-0.100427022	0.856566491	-0.148979324	0.212037201	-0.042767808
'BM1077-CLP-Frozen-160106-75'	0.596078431	0.850980392	0.91372549	-10.38169951	-4.930224229	3.591975274	-1.846736323	2.528805962	-0.364513409	0.989582011	0.006492655	-0.233460643	0.246351301
'BM1077-CLP-Frozen-160106-76'	0.596078431	0.850980392	0.91372549	-1.528557677	-2.661458079	2.333655557	-0.662821316	2.26361206	0.018604265	0.463201392	0.16179067	-0.01626018	-0.03342415
'BM1077-CLP-Frozen-160106-78'	0.596078431	0.850980392	0.91372549	-3.502003009	-3.199853553	3.244677293	-0.62542295	2.061705774	-0.443046332	0.362059633	0.047630486	-0.496433955	-0.211809881
'BM1077-CLP-Frozen-160106-79'	0.596078431	0.850980392	0.91372549	-8.218830275	-3.748433895	3.4971005	-2.109283969	2.505505853	-0.497223536	0.734457144	-0.162083055	0.283050962	-0.107172659
'BM1077-CLP-Frozen-160106-80'	0.596078431	0.850980392	0.91372549	-3.593102454	-3.127841094	2.520026391	-2.08860147	1.25023517	-0.410071831	0.909855185	-0.569210656	0.216587502	0.2730092
'BM1077-CLP-Frozen-160106-83'	0.596078431	0.850980392	0.91372549	-8.13443451	-3.107623629	3.621706256	-2.489215795	2.601604636	-0.107127731	0.746674162	0.083462884	0.19688505	-0.044055584
'BM1077-CLP-Frozen-160106-86'	0.596078431	0.850980392	0.91372549	-2.023497726	-3.771063572	2.789907713	-1.306021706	0.919959477	-0.621600453	0.145380122	-0.453935932	0.084989317	-0.183098324
'BM1077-CLP-Frozen-160106-87'	0.596078431	0.850980392	0.91372549	-7.709223554	-5.024503516	3.433703911	-2.204692817	2.208840361	-0.460168576	0.540616987	0.289592678	-0.229011409	-0.059454068
'BM1077-CLP-Frozen-160106-88'	0.596078431	0.850980392	0.91372549	-9.757181132	-4.392454137	4.388488792	-2.208358221	2.31069791	-0.554746709	0.634860432	-0.28079765	0.458061265	0.243244495
'BM1077-CLP-Frozen-160106-94'	0.596078431	0.850980392	0.91372549	-5.92865258	-3.260701669	3.2862264	-1.644612334	2.648195254	-0.392686697	0.552368951	-0.116477905	-0.044967487	-0.049333821
'BM1077-CLP-Frozen-160106-96'	0.596078431	0.850980392	0.91372549	-8.709979378	-3.967295358	3.547163119	-2.289646318	2.569579884	-0.327609411	0.82606716	0.18474582	0.080566686	0.002785053
'BM1077-HSC-Frozen-160105-1'	0	0.266666667	0.105882353	3.013760052	0.885004853	1.423351559	-0.522446993	-0.366129531	-0.155325598	0.104945122	0.156183134	-0.168637774	0.008625453
'BM1077-HSC-Frozen-160105-2'	0	0.266666667	0.105882353	1.454935092	2.999713843	1.927732277	-0.681578648	-1.16086506	0.189550497	0.014009197	-0.134228096	0.24594908	0.053682065
'BM1077-HSC-Frozen-160105-3'	0	0.266666667	0.105882353	2.945441709	1.294852106	1.891651358	-0.307803423	-0.488932887	0.148238387	-0.049640777	0.080970503	-0.101225854	-0.01193324
'BM1077-HSC-Frozen-160105-4'	0	0.266666667	0.105882353	0.531645626	4.270119805	1.896539687	-0.335187377	-0.83868096	0.632543164	0.293596208	-0.104736528	0.249044439	0.117653374
'BM1077-HSC-Frozen-160105-5'	0	0.266666667	0.105882353	1.537262357	0.509252437	2.067963602	-0.468170013	-1.112299804	-0.70794191	0.051625262	0.010533796	0.027914035	0.068711152
'BM1077-HSC-Frozen-160105-6'	0	0.266666667	0.105882353	2.613683819	1.389313325	1.953334919	-0.430747499	-0.623032724	0.414934488	-0.011831694	0.308327601	-0.075055633	-0.021689235
'BM1077-HSC-Frozen-160105-7'	0	0.266666667	0.105882353	0.986875779	1.568355222	2.477923387	-1.066509716	-1.44158968	0.008966285	-0.043466121	0.165709392	-0.138306483	0.097306001
'BM1077-HSC-Frozen-160105-10'	0	0.266666667	0.105882353	1.947353653	2.75586027	1.543008175	-0.524849248	-1.009876579	0.311094202	0.306703182	0.018424881	0.089909637	-0.004241443
'BM1077-HSC-Frozen-160105-11'	0	0.266666667	0.105882353	1.837077718	2.348229096	1.879794249	-0.94230437	-1.020329	0.533794199	0.123362994	0.107710429	0.006319811	-0.061165869
'BM1077-HSC-Frozen-160105-12'	0	0.266666667	0.105882353	2.872713971	0.367523573	1.915173778	-0.595832015	-0.310382491	-0.089803869	-0.461412783	0.041497907	-0.008276235	-0.029782665
'BM1077-HSC-Frozen-160105-13'	0	0.266666667	0.105882353	2.083503541	2.483694473	1.597114821	-0.716351588	-0.766036479	0.84537594	0.245972788	0.212638651	0.074261619	0.058219071
'BM1077-HSC-Frozen-160105-14'	0	0.266666667	0.105882353	2.110157986	1.717866492	1.680140673	-0.766308093	-0.996018704	0.098210195	0.120343954	0.271383832	-0.152068678	0.08453458
'BM1077-HSC-Frozen-160105-15'	0	0.266666667	0.105882353	1.81237337	1.72652339	2.075662069	-0.402136832	-0.488366548	0.643978117	0.275390866	0.519487286	-0.325558434	-0.094550822
